Node,Cluster
0,1
1,1
2,1
3,0
4,1
5,1
6,1
7,0
8,1
9,0
10,1
11,0
12,1
13,1
14,1
15,0
16,0
17,0
18,1
19,1
20,1
21,1
22,0
23,0
24,1
25,0
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,0
37,1
38,1
39,1
40,1
41,0
42,0
43,1
44,0
45,1
46,1
47,0
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,0
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,0
71,1
72,1
73,1
74,1
75,0
76,1
77,1
78,1
79,1
80,0
81,1
82,1
83,1
84,0
85,1
86,0
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,0
95,0
96,1
97,1
98,0
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,0
107,1
108,1
109,1
110,1
111,1
112,1
113,0
114,0
115,1
116,1
117,1
118,1
119,0
120,1
121,0
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,0
130,1
131,0
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,0
143,1
144,0
145,0
146,1
147,1
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,1
166,0
167,1
168,0
169,1
170,0
171,0
172,1
173,0
174,0
175,0
176,1
177,0
178,0
180,0
181,0
183,0
184,0
185,0
186,1
187,1
188,1
189,0
190,0
191,1
192,1
193,0
194,0
195,1
197,0
198,1
199,1
200,0
201,0
202,0
203,0
205,0
206,1
207,0
208,0
209,0
210,1
211,0
212,0
213,1
214,1
215,1
216,0
217,0
219,0
221,0
222,1
223,1
224,0
225,1
226,0
228,0
229,0
230,0
231,0
232,1
233,1
234,1
235,1
236,1
237,1
238,0
239,1
240,0
241,1
242,1
243,0
244,0
245,0
246,1
247,0
248,0
249,1
250,0
251,1
252,1
254,1
255,0
256,0
257,0
259,0
260,0
261,0
262,0
264,0
265,0
266,0
267,0
268,0
269,1
270,1
272,0
273,1
274,1
276,0
277,1
279,0
280,0
281,0
282,1
283,0
284,0
285,0
286,0
287,0
288,1
289,1
290,1
291,0
292,0
293,0
294,0
295,1
296,1
297,1
298,0
299,1
300,1
301,1
302,1
303,1
304,0
305,0
306,0
307,0
308,1
309,0
310,1
311,0
312,1
313,0
314,0
315,1
316,0
317,0
318,1
319,1
320,1
321,0
322,1
323,0
324,0
325,1
326,1
327,1
328,0
329,1
330,0
331,0
332,0
333,1
334,1
335,1
336,0
337,0
338,1
339,0
340,1
341,1
342,0
343,0
344,0
345,0
346,1
348,1
349,0
350,0
351,0
352,0
353,1
354,1
355,1
356,0
357,1
358,0
359,1
360,1
361,0
362,1
363,0
364,0
365,1
366,1
367,0
368,1
369,1
370,0
371,0
372,1
373,1
374,1
375,1
376,1
377,0
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,1
386,0
387,0
388,1
389,0
390,1
391,1
392,1
393,0
394,1
395,1
396,0
397,0
398,1
399,0
400,0
401,1
402,1
403,1
404,1
405,1
406,0
407,1
408,1
409,1
410,1
411,1
412,1
413,1
414,1
415,1
416,1
417,1
418,1
419,0
420,1
421,1
422,0
423,0
424,1
425,1
426,1
427,1
428,1
429,1
430,0
431,1
432,1
433,1
434,0
435,0
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,0
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,0
455,0
456,1
457,0
458,0
459,0
460,1
461,0
463,0
465,1
466,0
467,0
468,1
469,1
470,0
471,0
473,0
475,0
478,0
480,0
481,0
482,0
483,0
484,0
485,1
486,0
487,1
488,1
490,0
492,0
493,0
494,0
495,0
496,0
497,0
499,0
500,0
502,0
504,0
505,0
507,0
508,1
510,0
511,0
512,0
513,0
514,1
515,0
516,1
517,0
518,1
519,1
523,0
524,0
525,1
526,0
528,0
529,0
530,1
531,0
532,0
533,0
534,0
535,1
536,0
537,1
539,0
540,1
541,0
543,0
544,0
545,1
546,0
547,1
548,0
549,1
550,1
551,1
552,1
553,0
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,0
562,1
563,1
564,0
565,0
566,0
567,0
568,0
569,0
570,1
571,0
572,1
573,0
574,0
575,0
576,1
578,0
579,0
580,0
581,0
582,1
583,0
584,0
586,1
587,0
588,1
589,0
590,0
591,0
592,1
593,0
594,0
595,0
596,0
597,1
598,0
599,1
600,0
601,0
602,1
603,0
604,0
605,1
606,1
607,0
608,0
609,1
610,1
611,0
612,0
613,0
614,0
615,0
616,0
617,1
618,0
619,0
620,1
621,0
622,1
623,1
624,1
625,1
626,0
627,1
628,0
629,0
630,1
631,0
632,1
633,0
634,0
635,1
636,1
637,0
638,0
639,1
640,1
641,0
642,0
643,0
644,1
645,0
646,0
647,0
649,1
650,0
651,0
652,0
653,1
654,0
655,0
656,1
657,0
658,0
659,0
660,0
661,0
662,0
663,1
664,1
665,1
666,0
667,0
668,1
669,1
670,1
671,1
672,0
673,0
674,0
675,0
676,0
677,0
678,1
679,0
680,1
681,1
682,0
683,1
684,1
685,1
686,1
687,0
688,1
689,1
691,1
692,0
693,1
694,0
695,0
696,1
697,1
698,0
699,1
700,1
701,0
702,0
703,1
704,0
705,0
707,1
708,0
709,1
710,0
711,0
712,1
713,0
714,0
715,1
716,0
717,1
718,0
719,1
720,1
721,1
722,1
723,1
724,1
725,1
726,1
727,1
728,1
729,1
730,1
731,0
732,0
733,1
734,1
735,1
736,1
737,1
738,1
739,0
741,0
742,0
743,0
744,1
745,1
746,0
747,1
748,1
749,0
750,1
751,1
752,0
753,0
754,1
755,0
757,0
758,0
759,1
760,0
761,0
762,1
763,0
764,0
765,0
766,0
767,0
768,0
769,1
770,0
771,1
773,0
774,0
775,1
776,1
777,0
778,1
779,1
780,2
781,0
782,1
783,1
784,1
785,0
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,0
796,0
797,0
798,0
799,0
801,1
802,1
803,1
804,0
805,1
807,0
808,1
809,0
810,0
811,0
812,0
813,0
814,1
815,0
816,0
817,0
818,0
819,0
820,0
821,1
822,0
823,0
824,0
825,1
826,1
827,0
828,1
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,1
837,0
838,0
839,1
840,1
841,1
843,1
844,1
845,0
846,0
847,0
848,1
849,1
850,1
851,1
852,0
853,0
854,1
856,0
857,1
